domain,url_count,quality_score,cultural_relevance_score,confidence,reasoning,priority,sample_urls
ofdollarsanddata.com),5,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://ofdollarsanddata.com); http://ofdollarsanddata.com); http://ofdollarsanddata.com)
humbledollar.com=,5,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://humbledollar.com=; https://humbledollar.com=; https://humbledollar.com=
hu=,5,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://hu=; https://hu=; https://hu=
humbledollar.c=,5,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://humbledollar.c=; https://humbledollar.c=; https://humbledollar.c=
www.nytimes.com,5,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.nytimes.com/2021/05/31/style/metal-de=; https://www.nytimes.com/2=; https://www.nytimes.com/2021/06/02/world/middleeas=
url6515.burritoapps.com,5,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://url6515.burritoapps.com/ls/click=; http://url6515.burritoapps.com/ls/c=; http://url6515.burritoapps.com/ls/click
efiles.webengage.com,5,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://efiles.webengage.com/cdn-cgi/image/q=3D70/images/58add216/tick%20i=; https://efiles.webengage.com/cdn-cgi/image/q=3D70/images/58add21=; https://efiles.webengage.com/cdn=
www.coachingnocodeapps.com,4,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.coachingnocodeapps.com; https://www.coachingnocodeapps.com; https://www.coachingnocodeapps.com
www.w=,4,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.w=; https://www.w=; https://www.w=
www.us1.list-manage.com,4,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.us1.list-manage.com/profile?u=3Da67%3D; https://www.us1.list-manage.com/about?u=3Da67c4487fff%3D; https://www.us1.list-manage.com/unsubscribe?u=3Da67c4487%3D
coachin=,4,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://coachin=; https://coachin=; https://coachin=
support.google.com,4,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://support.google.com/calendar/answer/37135#=; https://support.google.com/calendar/answer/37135#fo=; https://support.google.com/calendar/answer/37135#forwarding
schem=,4,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://schem=; http://schem=; http://schem=
www.twitter.com,4,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://www.twitter.com/gatheringspots); https://www.twitter.com/gatheringspots); http://www.twitter.com/)
humbledollar=,4,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://humbledollar=; https://humbledollar=; https://humbledollar=
humbledollar.co=,4,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://humbledollar.co=; https://humbledollar.co=; https://humbledollar.co=
humbledollar.=,4,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://humbledollar.=; https://humbledollar.=; https://humbledollar.=
ofdoll=,4,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://ofdoll=; https://ofdoll=; https://ofdoll=
boards.greenhouse.io,4,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://boards.greenhouse.io/meetelise/jobs/5183086002)=; https://boards.greenhouse.io/meetelise/jobs/50=; https://boards.greenhouse.io/meetelise/jobs/4=
www.mindforapps.com,4,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.mindforapps.com; http://www.mindforapps.com; https://www.mindforapps.com
link.trends.co,4,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://link.trends.co/img/5ff6db3e9a0e0e472752f78bet=; https://link.trends.co/click/24896225.255089/aHR0cHM6Ly90cmVuZHMuY28v=; https://link.trends.co/click/24896225.255089/aHR0cHM6Ly90c=
invest.pacaso.com,4,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://invest.pacaso.com/; https://invest.pacaso.com/; https://invest.pacaso.com/
59.email.stripe.com,4,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://59.email.stripe.com/CL0/https:%2F%2Fd=; https://59.email.stripe.com/CL0/https:%2F%2Fp=; https://59.email.stripe.com/CL0/https:%=
s3.a=,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://s3.a=; https://s3.a=; https://s3.a=
co=,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://co=; https://co=; https://co=
click.outbound.surveymonkey.com,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://click.outbound.surveymonkey.com/q/R4DzQT9Q6rSZTC5LZJXQEg~~/AAAAAQA~/RgRgps7mPlcMc3VydmV5bW9ua2V5QgoAKuZJxF55rg45Uhpqb2hubmllX3dhdHNvbl8zcmRAbWFjLmNvbVgEAAAABQ~~; http://click.outbound.surveymonkey.com/q/jzH7kd9q6urGuzD8F9FH9w~~/AAAAAQA~/RgRgtTGWPlcMc3VydmV5bW9ua2V5QgoAJ5as0l6LX1NiUhpqb2hubmllX3dhdHNvbl8zcmRAbWFjLmNvbVgEAAAABQ~~; http://click.outbound.surveymonkey.com/q/EdNi2JjHC7hG-6dqf08Kgw~~/AAAAAQA~/RgRgqnMgPlcMc3VydmV5bW9ua2V5QgoAICDux16HmsK2Uhpqb2hubmllX3dhdHNvbl8zcmRAbWFjLmNvbVgEAAAABQ~~
login.bloomberg.com,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://login.bloomberg.com/subscript=; https://login.bloomberg.com/subscript=; https://login.bloomberg.com/subscript=
link=,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://link=; https://link=; https://link=
www.theatlantic.com,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.theatlantic.com/magazine/archi=; https://www.theatlantic.com/ideas/archive/2021/06/capitol-rioters-=; https://www.theatlantic.com/family/archive/2021/06/=
www.slideshare.net=,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.slideshare.net=; https://www.slideshare.net=; https://www.slideshare.net=
email.slidesharecdn.co=,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://email.slidesharecdn.co=; http://email.slidesharecdn.co=; http://email.slidesharecdn.co=
emai=,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://emai=; http://emai=; http://emai=
www.slideshare.n=,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.slideshare.n=; https://www.slideshare.n=; https://www.slideshare.n=
www.texascapitalbank.com,3,0.25,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.texascapitalbank.com/what-we-offer/business-solutions/treasu=; https://www.texascapitalbank.com/what-we-=; https://www.texascapitalbank.com/what-we-offer/business-solutions/treasury-=
coachingnocodeapps.c=,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://coachingnocodeapps.c=; https://coachingnocodeapps.c=; https://coachingnocodeapps.c=
WWW.GOOGLE.COM,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://WWW.GOOGLE.COM/CALENDAR/EVENT?ACTION=3DRESPOND&EID=3D%3D; https://WWW.GOOGLE.COM/CALENDAR/EVENT?ACTION=3DRES%3D; https://WWW.GOOGLE.COM/CALENDAR/EVENT
getvero.s3.amazonaws.com,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://getvero.s3.amazonaws.com/uploads%2F9e7c75da=; https://getvero.s3.amazonaws.com/uploads%2F9e7c=; https://getvero.s3.amazonaws.com/uploads%2F9e7c75=
www.aweber.com,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.aweber.com/z/r/; https://www.aweber.com/z/r/; https://www.aweber.com/z/r/
sch=,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://sch=; http://sch=; http://sch=
schema.=,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://schema.=; http://schema.=; http://schema.=
instagram.com,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://instagram.com/thegatheringspots); https://instagram.com/Slidebean; https://instagram.com/Slidebean
di209.infusion-links.com,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://di209.infusion-links.com/a=; https://di209.infusion-links.com/api/v1/click/5220548468277248/56012026=; https://di209.infusion-links.com/api/v1/click=
policies.oath.com,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://policies.oath.com/ca/en/oath/privacy/index.html; https://policies.oath.com/ie/en/oath/privacy/index.html; https://policies.oath.com/us/en/oath/privacy/index.html
d1yoaun8syyxxt.cloudfront.net,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://d1yoaun8syyxxt.cloudfront.net/tx227-=; https://d1yoaun8syyxxt.cloudfront.net/cu262-e2b62061-c54a-4d08-afa2-ee6f5e=; https://d1yoaun8syyxxt.cloudfront.net/cu262-4cf5dd69-c3ca-45bd-acbd-5=
ac.danielleleslie.com,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://ac.danielleleslie.com/lt.php?s=5dc1d51f5dd973c8a211cf8af3785e0a&i=1389A1715A175A7328; https://ac.danielleleslie.com/lt.php?s=5dc1d51f5dd973c8a211cf8af3785e0a&i=1389A1715A175A7325; https://ac.danielleleslie.com/proc.php?nl=175&c=1389&m=1715&s=5dc1d51f5dd973c8a211cf8af3785e0a&act=unsub
us3.campaign-archive.com,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://us3.campaign-archive.com/?e=3Da18daae366&u=3D383aaca5ff52f014f446ef1d2&id=3D5a17f31fe8%29; https://us3.campaign-archive.com/?e=3Da18daae366&u=3D383aaca5ff52f014f446ef1d2&id=3D9d4543126d%29; https://us3.campaign-archive.com/?e=3Da18daae366&u=3D383aaca5ff52f014f446ef1d2&id=3Dffbbfbba57%29
mailchi.us3.list-man=,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://mailchi.us3.list-man=; https://mailchi.us3.list-man=; https://mailchi.us3.list-man=
p-wjfzvv1.t4.n0.cdn.getcloudapp.com,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://p-wjfzvv1.t4.n0.cdn.getcloudapp.com/items/mXu6P77N/smili=; https://p-wjfzvv1.t4.n0.cdn.getcloudapp.com/items/8Lur9Zd8/pensi=; https://p-wjfzvv1.t4.n0.cdn.getcloudapp.com/items/YEuyPvvN/smili=
graphitefi=,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://graphitefi=; https://graphitefi=; https://graphitefi=
cu262.infusion-links.com,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://cu262.infusion-links.com/api/v1/click/61892365316=; https://cu262.infusion-links.com/api/v1/click/627586=; https://cu262.infusion-links.com/api/v1/click/668257=
www.fitmind.co,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.fitmind.co/podcast-collection=; https://www.fitmind.co/podcast-collecti=; https://www.fitmind.co/blog-collection/s=
dev=,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://dev=; https://dev=; https://dev=
ncubesoftware.com,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://ncubesoftware.com; https://ncubesoftware.com?ns_url=3D12y&amp%3Bmid=3D647; https://ncubesoftware.com?fluentcrm=3D1&route=3Dopen&_e_hash=3D%3D
calend=,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://calend=; https://calend=; https://calend=
www.go=,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.go=; https://www.go=; https://www.go=
www.epsilontheory.com=0D,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.epsilontheory.com=0D; https://www.epsilontheory.com=0D; https://www.epsilontheory.com=0D
forum.epsilontheory.com,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://forum.epsilontheory.com/=C2=A0to; https://forum.epsilontheory.com/t/i-weep-for-the-futu=; https://forum.epsilontheory.com/t/labor-shortages/1435/=0D
supabase.com,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://supabase.com/doc; https://supabase.com/dashboard/new; https://supabase.com/docs/guides/examples
ampsp.webengage.co,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://ampsp.webengage.co/f/a/ygoLqaCWFKl1asm9TVEkUw~~/AAQNhxA~/B=; https://ampsp.webengage.co/q/O0rtCzy=; https://ampsp.webengage.co/f/a/W8TOWexN73XReTLH0B1wxw=
www.parents.com,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.parents.com/gen-z-parents-dont-want-to-read-to-th=; https://www.parents.com/gen-z-parents=; https://www.parents.com/gen-z-parents-dont-wan=
resend.com,3,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://resend.com; https://resend.com/help; https://resend.com/help)
coachingnocodeapps.imgus11.com,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://coachingnocodeapps.imgus11.com/publi=; https://coachingnocodeapps.imgus11.com/public=
www.atlassian.com,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.atlassian.com/software/trello; https://www.atlassian.com
confluence.atlassian.com,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://confluence.atlassian.com/cloud/your-a=; https://confluence.atlassian.com/cloud/your-atlassia=
id.atlassian.com,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://id.atlassian.com/ve=; https://id.atlassian.com/verify-=
c=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://c=; https://c=
coachingnocodeapp=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://coachingnocodeapp=; https://coachingnocodeapp=
youtu.be,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://youtu.be/gAkHno6Xaes; https://youtu.be/X6kLNdZgjYk
www.capitalone.com,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.capitalone.com/contac=; https://www.capitalone.com/contact.=
www.pri=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.pri=; https://www.pri=
wellsfargoworks.com,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://wellsfargoworks.com/competitive-i=; https://wellsfargoworks.com/competitive-intelligence-tool-2?ind=3D8372
conference.americanbanker.com,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://conference.americanbanker.com/conf=; http://conference.americanbanker.com/conferences/sbb10/
www.loom.c=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.loom.c=; https://www.loom.c=
coach=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://coach=; https://coach=
coachingnoc=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://coachingnoc=; http://coachingnoc=
www.google.=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.google.=; https://www.google.=
meet.google.=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://meet.google.=; https://meet.google.=
ww=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://ww=; https://ww=
www.loo=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.loo=; https://www.loo=
dd7tel2830j4w.cloudfront.net,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://dd7tel2830j4w.cloudfront.net/f1528189334419x320092500187456600/b-t=; https://dd7tel2830j4w.cloudfront.net/f1528189334419x320092500187456600/b-t=
gallery.mailchimp.com,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://gallery.mailchimp.com/0110024258cb866c107=; https://gallery.mailchimp.com/0110024258cb866c107=
coa=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://coa=; https://coa=
www.danielleleslie.com,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.danielleleslie.com; http://www.danielleleslie.com
us9.forward-to-friend.com,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://us9.forward-to-friend.com/forward?u=3Db25dcec6d763ccdc1dd23ef31; http://us9.forward-to-friend.com/forwa=
schema.org=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://schema.org=; http://schema.org=
thegatheringspot.club,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://thegatheringspot.club/lifestyle/; https://thegatheringspot.club/lifestyle-participation/
club.us11.list-manage.com,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://club.us11.list-manage.com/unsubs=; https://club.us11.list-manage.com/prof=
linkmktg.alm.com,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://linkmktg.alm.com/click/20927536.3277/aHR0cHM6Ly=; https://linkmktg.alm.com/click/20927536.3277/aHR0cHM6Ly93d3=
u=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://u=; https://u=
uncrate.com,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://uncrate.com/assets_c/2020/06=; https://uncrate.com/assets_c/2020/07=
www.leyendecker.com,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.leyendecker.com; https://www.leyendecker.com
info.b=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://info.b=; https://info.b=
preferences.convertkit-mail4.com,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://preferences.convertkit-mail4.com/xmu37448ms6hxm0z8s6; https://preferences.convertkit-mail4.com/5qu0dpql5lt7hvpqnvmb7
unsubscribe.convertkit-mail4.com,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://unsubscribe.convertkit-mail4.com/xmu37448ms6hxm0z8s6; https://unsubscribe.convertkit-mail4.com/5qu0dpql5lt7hvpqnvmb7
www.saas-capital.com,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://www.saas-capital.com/; http://www.saas-capital.com
www.slidebean.com,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.slidebean.com/; https://www.slidebean.com/
tx227.infusion-links.com,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://tx227.infusion-links.com/api/v1/click/51673654510=; https://tx227.infusion-links.com/api/v1/click/58320109=
humbledo=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://humbledo=; https://humbledo=
links.fbztrk.co=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://links.fbztrk.co=; https://links.fbztrk.co=
cdn.f=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://cdn.f=; https://cdn.f=
links.fbztr=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://links.fbztr=; https://links.fbztr=
h=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://h=; https://h=
mailchi.us3.list-=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://mailchi.us3.list-=; https://mailchi.us3.list-=
mailchi.us3.list-manage=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://mailchi.us3.list-manage=; https://mailchi.us3.list-manage=
mailch=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://mailch=; https://mailch=
mailchi.u=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://mailchi.u=; https://mailchi.u=
mailchi.us3.list=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://mailchi.us3.list=; https://mailchi.us3.list=
www.kiwitech.com,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.kiwitech.com/crypto-blockchain-venture-fair); https://www.kiwitech.com/crypto-blockchain-venture-fair
www.sogalventures=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://www.sogalventures=; https://www.sogalventures=
www.facebook.c=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.facebook.c=; http://www.facebook.c=
www.facebo=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.facebo=; http://www.facebo=
www.fa=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://www.fa=; https://www.fa=
www.faceboo=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.faceboo=; http://www.faceboo=
www.facebook.com=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.facebook.com=; http://www.facebook.com=
www.facebook.=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.facebook.=; http://www.facebook.=
app.e2ma.net,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://app.e2ma.net/app2/audience/signup/1856621/=; https://app.e2ma.net/app2/audience/signup/1=
r=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://r=; https://r=
www.thedailyupside.com,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.thedailyupside.com/; https://www.thedailyupside.com/
fitmind.us19.list-manage.com,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://fitmind.us19.list-manage.com/uns=; https://fitmind.us19.list-manage.com/p=
mvp.dev,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://mvp.dev/bubb=; https://mvp.dev/bubble-io
u19474363.ct.sendgrid.net,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://u19474363.ct.sendgrid.net/wf/unsubscribe?upn=3DYSbL-2%3D; https://u19474363.ct.sendgrid.net/wf/unsubscribe?upn=3DYSbL-2%3D
secure.helpscout.net,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://secure.helpscout.net/satisfac=; https://secure.helpscout.net/satisfaction/2710=
pipedrive-mail-signature-live-fr.s3.=,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://pipedrive-mail-signature-live-fr.s3.=; https://pipedrive-mail-signature-live-fr.s3.=
theupstarters.com,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://theupstarters.com; https://theupstarters.com/past-works
www.dot2globe.com,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.dot2globe.com; https://www.dot2globe.com/
u4155056.ct.sendgrid.net,2,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://u4155056.ct.sendgrid.net/ls/click?upn=3Dbwi93xeksuGU26GkMY1owc6%3D; https://u4155056.ct.sendgrid.net/ls/click?upn=3D%3D
